source,treatment,group,round,player,choice,score,attendance,ac_score,threshold,num_players,room,decision,timeup,time,date
human,score + grid,Grupo-0007,3.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,4.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,4.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,5.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,5.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,6.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,6.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,7.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,7.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,8.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,8.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,9.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,9.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,10.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,10.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,11.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,11.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,12.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,12.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,13.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,13.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,14.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,14.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,15.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,15.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,16.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,16.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,17.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,17.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,18.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,18.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,19.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,19.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,20.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,20.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,21.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,21.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,22.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,22.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,23.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,23.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,24.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,24.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,25.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,25.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,26.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,26.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,27.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,27.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,28.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,28.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,29.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,29.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,30.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,30.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,31.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,31.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,32.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,32.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,33.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,33.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,34.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,34.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,35.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,35.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,36.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,36.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,37.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,37.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,38.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,38.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,39.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,39.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,40.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,40.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,41.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,41.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,42.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,42.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,43.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,43.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,44.0,381015246378985,0.0,0.0,0.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,44.0,958455151560277,0.0,0.0,0.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,45.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,45.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,46.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,46.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,47.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,47.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,48.0,958455151560277,1.0,-1.0,2.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,48.0,381015246378985,1.0,-1.0,2.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,49.0,381015246378985,0.0,0.0,1.0,0.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,49.0,958455151560277,1.0,1.0,1.0,9.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0007,50.0,958455151560277,0.0,0.0,1.0,9.0,0.5,2,Grupo-0007,0.0,,,
human,score + grid,Grupo-0007,50.0,381015246378985,1.0,1.0,1.0,0.0,0.5,2,Grupo-0007,1.0,,,
human,score + grid,Grupo-0008,1.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,1.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,2.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,2.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,3.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,3.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,4.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,4.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,5.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,5.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,6.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,6.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,7.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,7.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,8.0,583326773478798,0.0,0.0,0.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,8.0,266424456379660,0.0,0.0,0.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,9.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,9.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,10.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,10.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,11.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,11.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,12.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,12.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,13.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,13.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,14.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,14.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,15.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,15.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,16.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,16.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,17.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,17.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,18.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,18.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,19.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,19.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,20.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,20.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,21.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,21.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,22.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,22.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,23.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,23.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,24.0,583326773478798,0.0,0.0,0.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,24.0,266424456379660,0.0,0.0,0.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,25.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,25.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,26.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,26.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,27.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,27.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,28.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,28.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,29.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,29.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,30.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,30.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,31.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,31.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,32.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,32.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,33.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,33.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,34.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,34.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,35.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,35.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,36.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,36.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,37.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,37.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,38.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,38.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,39.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,39.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,40.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,40.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,41.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,41.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,42.0,583326773478798,1.0,-1.0,2.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,42.0,266424456379660,1.0,-1.0,2.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,43.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,43.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,44.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,44.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,45.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,45.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,46.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,46.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,47.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,47.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,48.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,48.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,49.0,583326773478798,1.0,1.0,1.0,13.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0008,49.0,266424456379660,0.0,0.0,1.0,14.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,50.0,583326773478798,0.0,0.0,1.0,13.0,0.5,2,Grupo-0008,0.0,,,
human,score + grid,Grupo-0008,50.0,266424456379660,1.0,1.0,1.0,14.0,0.5,2,Grupo-0008,1.0,,,
human,score + grid,Grupo-0009,1.0,570268857667366,1.0,-1.0,2.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,1.0,392322336340966,1.0,-1.0,2.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,2.0,570268857667366,0.0,0.0,1.0,11.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,2.0,392322336340966,1.0,1.0,1.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,3.0,570268857667366,1.0,1.0,1.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,3.0,392322336340966,0.0,0.0,1.0,10.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,4.0,392322336340966,1.0,1.0,1.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,4.0,570268857667366,0.0,0.0,1.0,11.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,5.0,570268857667366,1.0,-1.0,2.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,5.0,392322336340966,1.0,-1.0,2.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,6.0,570268857667366,1.0,-1.0,2.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,6.0,392322336340966,1.0,-1.0,2.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,7.0,392322336340966,0.0,0.0,1.0,10.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,7.0,570268857667366,1.0,1.0,1.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,8.0,570268857667366,0.0,0.0,1.0,11.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,8.0,392322336340966,1.0,1.0,1.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,9.0,570268857667366,1.0,1.0,1.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,9.0,392322336340966,0.0,0.0,1.0,10.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,10.0,570268857667366,0.0,0.0,1.0,11.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,10.0,392322336340966,1.0,1.0,1.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,11.0,570268857667366,1.0,-1.0,2.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,11.0,392322336340966,1.0,-1.0,2.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,12.0,392322336340966,1.0,-1.0,2.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,12.0,570268857667366,1.0,-1.0,2.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,13.0,392322336340966,0.0,0.0,1.0,10.0,0.5,2,Grupo-0009,0.0,,,
human,score + grid,Grupo-0009,13.0,570268857667366,1.0,1.0,1.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,14.0,392322336340966,1.0,-1.0,2.0,10.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,14.0,570268857667366,1.0,-1.0,2.0,11.0,0.5,2,Grupo-0009,1.0,,,
human,score + grid,Grupo-0009,15.0,570268857667366,0.0,0.0,0.0,11.0,0.5,2,Grupo-0009,0.0,,,
